rxcui,generic_name,has_label,product_type,indications_and_usage,matched_disorders
6823,methaqualone,False,,,
29648,methdilazine,False,,,
6851,methotrexate,True,HUMAN PRESCRIPTION DRUG,1 INDICATIONS AND USAGE Methotrexate tablets are a diydrofolate reductase inhibitor indicated for the: • Treatment of adults and pediatric patients with acute lymphoblastic leukemia (ALL) as part of a combination chemotherapy maintenance regimen (1.1) • Treatment of adults with mycosis fungoides (1.1) • Treatment of adults with relapsed or refractory non-Hodgkin lymphoma as part of a metronomic combination regimen (1.1) • Treatment of adults with rheumatoid arthritis (1.2) • Treatment of pediatric patients with polyarticular juvenile idiopathic arthritis (pJIA) (1.3) • Treatment of adults with severe psoriasis (1.4) 1.1 Neoplastic Diseases Methotrexate tablets are indicated for the: • treatment of adults and pediatric patients with acute lymphoblastic leukemia (ALL) as part of a combination chemotherapy maintenance regimen • treatment of adults with mycosis fungoides (cutaneous T-cell lymphoma) as a single agent or as part of a combination chemotherapy regimen • treatment of adults with relapsed or refractory non-Hodgkin lymphomas as part of a metronomic combination chemotherapy regimen 1.2 Rheumatoid Arthritis Methotrexate tablets are indicated for the treatment of adults with rheumatoid arthritis. 1.3 Polyarticular Juvenile Idiopathic Arthritis Methotrexate tablets are indicated for the treatment of pediatric patients with polyarticular Juvenile Idiopathic Arthritis (pJIA). 1.4 Psoriasis Methotrexate tablets are indicated for the treatment of adults with severe psoriasis.,
6852,methotrimeprazine,False,,,
6901,methylphenidate,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE Methylphenidate hydrochloride extended-release capsules are indicated for the treatment of Attention Deficit Hyperactivity Disorder (ADHD), in pediatric patients 6 to 12 years of age [see Clinical Studies ( 14 )] . Methylphenidate hydrochloride extended-release capsules are a central nervous system (CNS) stimulant indicated for the treatment of Attention Deficit Hyperactivity Disorder (ADHD) in pediatric patients 6 to 12 years of age. ( 1 )",ADHD
6904,methyltestosterone,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS AND USAGE ESTERIFIED ESTROGENS AND METHYLTESTOSTERONE FULL STRENGTH and ESTERIFIED ESTROGENS AND METHYLTESTOSTERONE HALF STRENGTH are indicated in the treatment of: Moderate to severe vasomotor symptoms associated with the menopause in those patients not improved by estrogens alone. (There is no evidence that estrogens are effective for nervous symptoms or depression without associated vasomotor symptoms, and they should not be used to treat such conditions.) ESTERIFIED ESTROGENS AND METHYLTESTOSTERONE FULL STRENGTH and ESTERIFIED ESTROGENS AND METHYLTESTOSTERONE HALF STRENGTH HAVE NOT BEEN SHOWN TO BE EFFECTIVE FOR ANY PURPOSE DURING PREGNANCY AND ITS USE MAY CAUSE SEVERE HARM TO THE FETUS (SEE BOXED WARNING ).",
6910,methyprylon,False,,,
6916,metolazone,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS AND USAGE Metolazone is indicated for the treatment of salt and water retention including: • edema accompanying congestive heart failure; • edema accompanying renal diseases, including the nephrotic syndrome and states of diminished renal function. Metolazone is also indicated for the treatment of hypertension, alone or in combination with other antihypertensive drugs of a different class. Mykrox ® tablets, a more rapidly available form of metolazone, are intended for the treatment of new patients with mild to moderate hypertension. A dose titration is necessary if Mykrox ® tablets are to be substituted for Zaroxolyn ® tablets and other formulations of metolazone that share its slow and incomplete bioavailability, in the treatment of hypertension. Usage In Pregnancy The routine use of diuretics in an otherwise healthy woman is inappropriate and exposes mother and fetus to unnecessary hazard. Diuretics do not prevent development of toxemia of pregnancy and there is no evidence that they are useful in the treatment of developed toxemia. Edema during pregnancy may arise from pathologic causes or from the physiologic and mechanical consequence of pregnancy. Metolazone is indicated in pregnancy when edema is due to pathologic causes, just as it is in the absence of pregnancy (see PRECAUTIONS ). Dependent edema in pregnancy resulting from restriction of venous return by the expanded uterus is properly treated through elevation of the lower extremities and use of support hose; use of diuretics to lower intravascular volume in this case is illogical and unnecessary. There is hypervolemia during normal pregnancy which is harmful to neither the fetus nor the mother (in the absence of cardiovascular disease), but which is associated with edema, including generalized edema, in the majority of pregnant women. If this edema produces discomfort, increased recumbency will often provide relief. In rare instances, this edema may cause extreme discomfort which is not relieved by rest. In these cases, a short course of diuretics may be appropriate.",
6960,midazolam,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS AND USAGE Midazolam injection is indicated: intramuscularly or intravenously for preoperative sedation/anxiolysis/amnesia; intravenously as an agent for sedation/anxiolysis/amnesia prior to or during diagnostic, therapeutic or endoscopic procedures, such as bronchoscopy, gastroscopy, cystoscopy, coronary angiography, cardiac catheterization, oncology procedures, radiologic procedures, suture of lacerations and other procedures either alone or in combination with other CNS depressants; intravenously for induction of general anesthesia, before administration of other anesthetic agents. With the use of narcotic premedication, induction of anesthesia can be attained within a relatively narrow dose range and in a short period of time. Intravenous midazolam can also be used as a component of intravenous supplementation of nitrous oxide and oxygen (balanced anesthesia); continuous intravenous infusion for sedation of intubated and mechanically ventilated patients as a component of anesthesia or during treatment in a critical care setting.",
588250,milnacipran,True,HUMAN PRESCRIPTION DRUG,1 INDICATIONS AND USAGE SAVELLA is indicated for the management of fibromyalgia. SAVELLA is not approved for use in pediatric patients [see Use in Specific Populations ( 8.4 )] . SAVELLA ® is a selective serotonin and norepinephrine reuptake inhibitor (SNRI) indicated for the management of fibromyalgia ( 1 ). SAVELLA is not approved for use in pediatric patients ( 1 ).,
15996,mirtazapine,True,HUMAN PRESCRIPTION DRUG,1 INDICATIONS AND USAGE Mirtazapine tablets are indicated for the treatment of major depressive disorder (MDD) in adults [see Clinical Studies (14) ]. Mirtazapine tablets are indicated for the treatment of major depressive disorder (MDD) in adults. ( 1 ),Major Depressive Disorder
30125,modafinil,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE Modafinil tablets are indicated to improve wakefulness in adult patients with excessive sleepiness associated with narcolepsy, obstructive sleep apnea (OSA), or shift work disorder (SWD). Limitations of Use In OSA, modafinil tablets are indicated to treat excessive sleepiness and not as treatment for the underlying obstruction. If continuous positive airway pressure (CPAP) is the treatment of choice for a patient, a maximal effort to treat with CPAP for an adequate period of time should be made prior to initiating and during treatment with modafinil tablets for excessive sleepiness. Modafinil tablets are indicated to improve wakefulness in adult patients with excessive sleepiness associated with narcolepsy, obstructive sleep apnea (OSA), or shift work disorder (SWD). () Limitations of Use In OSA, modafinil tablets are indicated to treat excessive sleepiness and not as treatment for the underlying obstruction.",
7019,molindone,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS AND USAGE Molindone Hydrochloride Tablets, USP are indicated for the management of schizophrenia. The efficacy of Molindone Hydrochloride Tablets, USP in schizophrenia was established in clinical studies which enrolled newly hospitalized and chronically hospitalized, acutely ill, schizophrenic patients as subjects.",Schizophrenia
31479,nalmefene,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS AND USAGE Nalmefene Hydrochloride Injection is indicated for the complete or partial reversal of opioid drug effects, including respiratory depression, induced by either natural or synthetic opioids. Nalmefene Hydrochloride Injection is indicated in the management of known or suspected opioid overdose.",
7242,naloxone,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS AND USAGE Pentazocine and Naloxone Tablets are indicated for the management of pain severe enough to require an opioid analgesic and for which alternative treatments are inadequate. Limitations of Use Because of the risks of addiction, abuse, misuse, overdose, and death, which can occur at any dosage or duration, and persist over the course of therapy, reserve opioid analgesics, including Pentazocine and Naloxone Tablets for use in patients for whom alternative treatment options are ineffective, not tolerated, or would be otherwise inadequate to provide sufficient management of pain.",
7243,naltrexone,True,HUMAN PRESCRIPTION DRUG,INDICATIONS AND USAGE Naltrexone hydrochloride tablets USP 50 mg is indicated in the treatment of alcohol dependence and for the blockade of the effects of exogenously administered opioids. Naltrexone hydrochloride tablets USP 50 mg has not been shown to provide any therapeutic benefit except as part of an appropriate plan of management for the addictions.,
31565,nefazodone,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS AND USAGE Nefazodone hydrochloride tablets are indicated for the treatment of depression. When deciding among the alternative treatments available for this condition, the prescriber should consider the risk of hepatic failure associated with nefazodone hydrochloride treatment (see WARNINGS ). In many cases, this would lead to the conclusion that other drugs should be tried first. The efficacy of nefazodone in the treatment of depression was established in 6 to 8 week controlled trials of outpatients and in a 6 week controlled trial of depressed inpatients whose diagnoses corresponded most closely to the DSM-III or DSM-IIIR category of major depressive disorder (see CLINICAL PHARMACOLOGY ). A major depressive episode implies a prominent and relatively persistent depressed or dysphoric mood that usually interferes with daily functioning (nearly every day for at least 2 weeks). It must include either depressed mood or loss of interest or pleasure and at least five of the following nine symptoms: depressed mood, loss of interest in usual activities, significant change in weight and/or appetite, insomnia or hypersomnia, psychomotor agitation or retardation, increased fatigue, feelings of guilt or worthlessness, slowed thinking or impaired concentration, a suicide attempt or suicidal ideation. The efficacy of nefazodone in reducing relapse in patients with major depression who were judged to have had a satisfactory clinical response to 16 weeks of open-label nefazodone treatment for an acute depressive episode has been demonstrated in a randomized placebo-controlled trial (see CLINICAL PHARMACOLOGY ). Although remitted patients were followed for as long as 36 weeks in the study cited (i.e., 52 weeks total), the physician who elects to use nefazodone for extended periods should periodically reevaluate the long-term usefulness of the drug for the individual patient.",Major Depressive Disorder; Insomnia
7407,nicotine,True,HUMAN OTC DRUG,"Use reduces withdrawal symptoms, including nicotine craving, associated with quitting smoking",
7440,nitrazepam,False,,,
7486,nitrous oxide,True,HUMAN PRESCRIPTION DRUG,,
3155,nordazepam,False,,,
326374,norelgestromin,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE Norelgestromin and ethinyl estradiol transdermal system is indicated for the prevention of pregnancy in women with a body mass index (BMI) < 30 kg/m 2 for whom a combined hormonal contraceptive is appropriate. Limitations of Use: Norelgestromin and ethinyl estradiol transdermal system may be less effective in preventing pregnancy in women who weigh 198 lbs (90 kg) or more. Norelgestromin and ethinyl estradiol transdermal system is contraindicated for use in women with BMI ≥ 30 kg/m2 [ see Contraindications ( 4 ), Warnings and Precautions ( 5.1 ) and Clinical Studies ( 14 ) ]. Norelgestromin and ethinyl estradiol transdermal system is an estrogen/progestin combination hormonal contraceptive (CHC), indicated for the prevention of pregnancy in women with a BMI < 30 kg/m 2 for whom combined hormonal contraceptive is appropriate. ( 1 ) Limitations of Use: Norelgestromin and ethinyl estradiol transdermal system may be less effective in preventing pregnancy in women at or above 198 lbs (90 kg). ( 1 , 4 , 14 )",
31994,norgestimate,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE Sprintec ® is a combination of norgestimate, a progestin, and ethinyl estradiol, an estrogen, indicated for use by females of reproductive potential to prevent pregnancy. ( 1.1 ) 1.1 Oral Contraceptive Sprintec ® (norgestimate and ethinyl estradiol tablets) is indicated for use by females of reproductive potential to prevent pregnancy [see Clinical Studies ( 14 )].",
7531,nortriptyline,True,HUMAN PRESCRIPTION DRUG,INDICATIONS AND USAGE Nortriptyline hydrochloride capsules are indicated for the relief of symptoms of depression. Endogenous depressions are more likely to be alleviated than are other depressive states.,
61381,olanzapine,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE Olanzapine is an atypical antipsychotic indicated: As oral formulation for the: Treatment of schizophrenia. ( 1.1 ) Adults: Efficacy was established in three clinical trials in patients with schizophrenia: two 6-week trials and one maintenance trial. ( 14.1 ) Adolescents (ages 13-17): Efficacy was established in one 6-week trial in patients with schizophrenia ( 14.1 ). The increased potential (in adolescents compared with adults) for weight gain and dyslipidemia may lead clinicians to consider prescribing other drugs first in adolescents. ( 1.1 ) Acute treatment of manic or mixed episodes associated with bipolar I disorder and maintenance treatment of bipolar I disorder. ( 1.2 ) Adults: Efficacy was established in three clinical trials in patients with manic or mixed episodes of bipolar I disorder: two 3- to 4-week trials and one maintenance trial. ( 14.2 ) Adolescents (ages 13-17): Efficacy was established in one 3-week trial in patients with manic or mixed episodes associated with bipolar I disorder ( 14.2 ). The increased potential (in adolescents compared with adults) for weight gain and dyslipidemia may lead clinicians to consider prescribing other drugs first in adolescents. ( 1.2 ) Medication therapy for pediatric patients with schizophrenia or bipolar I disorder should be undertaken only after a thorough diagnostic evaluation and with careful consideration of the potential risks. ( 1.3 ) Adjunct to valproate or lithium in the treatment of manic or mixed episodes associated with bipolar I disorder. ( 1.2 ) Efficacy was established in two 6-week clinical trials in adults ( 14.2 ). Maintenance efficacy has not been systematically evaluated. As Olanzapine and Fluoxetine in Combination for the: Treatment of depressive episodes associated with bipolar I disorder. ( 1.5 ) Efficacy was established with Symbyax (olanzapine and fluoxetine in combination); refer to the product label for Symbyax. Treatment of treatment resistant depression. ( 1.6 ) Efficacy was established with Symbyax (olanzapine and fluoxetine in combination) in adults; refer to the product label for Symbyax. 1.1 Schizophrenia Oral olanzapine is indicated for the treatment of schizophrenia. Efficacy was established in three clinical trials in adult patients with schizophrenia: two 6-week trials and one maintenance trial. In adolescent patients with schizophrenia (ages 13-17), efficacy was established in one 6-week trial [see Clinical Studies ( 14.1 )] . When deciding among the alternative treatments available for adolescents, clinicians should consider the increased potential (in adolescents as compared with adults) for weight gain and dyslipidemia. Clinicians should consider the potential long-term risks when prescribing to adolescents, and in many cases this may lead them to consider prescribing other drugs first in adolescents [see Warnings and Precautions ( 5.5 ] . 1.2 Bipolar I Disorder (Manic or Mixed Episodes) Monotherapy — Oral olanzapine is indicated for the acute treatment of manic or mixed episodes associated with bipolar I disorder and maintenance treatment of bipolar I disorder. Efficacy was established in three clinical trials in adult patients with manic or mixed episodes of bipolar I disorder: two 3- to 4-week trials and one monotherapy maintenance trial. In adolescent patients with manic or mixed episodes associated with bipolar I disorder (ages 13-17), efficacy was established in one 3-week trial [see Clinical Studies ( 14.2 )] . When deciding among the alternative treatments available for adolescents, clinicians should consider the increased potential (in adolescents as compared with adults) for weight gain and dyslipidemia. Clinicians should consider the potential long-term risks when prescribing to adolescents, and in many cases this may lead them to consider prescribing other drugs first in adolescents [see Warnings and Precautions ( 5.5 ] . Adjunctive Therapy to Lithium or Valproate — Oral olanzapine is indicated for the treatment of manic or mixed episodes associated with bipolar I disorder as an adjunct to lithium or valproate. Efficacy was established in two 6-week clinical trials in adults. The effectiveness of adjunctive therapy for longer-term use has not been systematically evaluated in controlled trials [see Clinical Studies ( 14.2 )] . 1.3 Special Considerations in Treating Pediatric Schizophrenia and Bipolar I Disorder Pediatric schizophrenia and bipolar I disorder are serious mental disorders; however, diagnosis can be challenging. For pediatric schizophrenia, symptom profiles can be variable, and for bipolar I disorder, pediatric patients may have variable patterns of periodicity of manic or mixed symptoms. It is recommended that medication therapy for pediatric schizophrenia and bipolar I disorder be initiated only after a thorough diagnostic evaluation has been performed and careful consideration given to the risks associated with medication treatment. Medication treatment for both pediatric schizophrenia and bipolar I disorder should be part of a total treatment program that often includes psychological, educational and social interventions. 1.5 Olanzapine and Fluoxetine in Combination: Depressive Episodes Associated with Bipolar I Disorder Oral olanzapine and fluoxetine in combination is indicated for the treatment of depressive episodes associated with bipolar I disorder, based on clinical studies. When using olanzapine and fluoxetine in combination, refer to the Clinical Studies section of the package insert for Symbyax. Olanzapine monotherapy is not indicated for the treatment of depressive episodes associated with bipolar I disorder. 1.6 Olanzapine and Fluoxetine in Combination: Treatment Resistant Depression Oral olanzapine and fluoxetine in combination is indicated for the treatment of treatment resistant depression (major depressive disorder in patients who do not respond to 2 separate trials of different antidepressants of adequate dose and duration in the current episode), based on clinical studies in adult patients. When using olanzapine and fluoxetine in combination, refer to the Clinical Studies section of the package insert for Symbyax. Olanzapine monotherapy is not indicated for the treatment of treatment resistant depression.",Major Depressive Disorder; Bipolar Disorder; Schizophrenia; Treatment-Resistant Depression
26225,ondansetron,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE Ondansetron tablets are indicated for the prevention of nausea and vomiting associated with: highly emetogenic cancer chemotherapy, including cisplatin greater than or equal to 50 mg/m 2 . initial and repeat courses of moderately emetogenic cancer chemotherapy. radiotherapy in patients receiving either total body irradiation, single high-dose fraction to the abdomen, or daily fractions to the abdomen Ondansetron tablets are also indicated for the prevention of postoperative nausea and/or vomiting. Ondansetron tablets are 5-HT 3 receptor antagonist indicated for the prevention of: nausea and vomiting associated with highly emetogenic cancer chemotherapy, including cisplatin greater than or equal to 50 mg/m 2 (1) nausea and vomiting associated with initial and repeat courses of moderately emetogenic cancer chemotherapy (1) nausea and vomiting associated with radiotherapy in patients receiving either total body irradiation, single high-dose fraction to the abdomen, or daily fractions to the abdomen (1) postoperative nausea and/or vomiting (1)",
1370971,ospemifene,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE OSPHENA is indicated for: OSPHENA is an estrogen agonist/antagonist indicated for: The treatment of moderate to severe dyspareunia, a symptom of vulvar and vaginal atrophy, due to menopause. ( 1.1 ) The treatment of moderate to severe vaginal dryness, a symptom of vulvar and vaginal atrophy, due to menopause. ( 1.2 ) 1.1 The Treatment of Moderate to Severe Dyspareunia, a Symptom of Vulvar and Vaginal Atrophy, due to Menopause. 1.2 The Treatment of Moderate to Severe Vaginal Dryness, a Symptom of Vulvar and Vaginal Atrophy, due to Menopause.",
7781,oxazepam,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS Oxazepam capsules are indicated for the management of anxiety disorders or for the short-term relief of the symptoms of anxiety. Anxiety or tension associated with the stress of everyday life usually does not require treatment with an anxiolytic. Anxiety associated with depression is also responsive to oxazepam therapy. This product has been found particularly useful in the management of anxiety, tension, agitation and irritability in older patients. Alcoholics with acute tremulousness, inebriation, or with anxiety associated with alcohol withdrawal are responsive to therapy. The effectiveness of oxazepam in long-term use, that is, more than 4 months, has not been assessed by systematic clinical studies. The physician should periodically reassess the usefulness of the drug for the individual patient.",
2387302,oxybate,True,HUMAN PRESCRIPTION DRUG,1 INDICATIONS AND USAGE LUMRYZ is indicated for the treatment of cataplexy or excessive daytime sleepiness (EDS) in patients 7 years of age and older with narcolepsy. LUMRYZ is a central nervous system depressant indicated for the treatment of cataplexy or excessive daytime sleepiness (EDS) in patients 7 years of age and older with narcolepsy ( 1 ).,
2288236,ozanimod,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE ZEPOSIA is indicated for the treatment of: relapsing forms of multiple sclerosis (MS), to include clinically isolated syndrome, relapsing-remitting disease, and active secondary progressive disease, in adults. moderately to severely active ulcerative colitis (UC) in adults. ZEPOSIA is a sphingosine 1-phosphate receptor modulator indicated for the treatment of: Relapsing forms of multiple sclerosis (MS), to include clinically isolated syndrome, relapsing-remitting disease, and active secondary progressive disease, in adults. ( 1 ) Moderately to severely active ulcerative colitis (UC) in adults. ( 1 )",
679314,paliperidone,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE Paliperidone extended-release tablets are an atypical antipsychotic agent indicated for Treatment of schizophrenia (1.1) Adults: Efficacy was established in three 6-week trials and one maintenance trial. (14.1) Adolescents (ages 12 to 17): Efficacy was established in one 6-week trial. (14.1) Treatment of schizoaffective disorder as monotherapy and as an adjunct to mood stabilizers and/or antidepressants. (1.2) Efficacy was established in two 6-week trials in adult patients. (14.2) 1.1 Schizophrenia Paliperidone extended-release tablets are indicated for the treatment of schizophrenia [see Clinical Studies (14.1) ]. The efficacy of paliperidone extended-release tablets in schizophrenia was established in three 6-week trials in adults and one 6-week trial in adolescents, as well as one maintenance trial in adults. 1.2 Schizoaffective Disorder Paliperidone extended-release tablets are indicated for the treatment of schizoaffective disorder as monotherapy and an adjunct to mood stabilizers and/or antidepressant therapy [see Clinical Studies (14.2) ] . The efficacy of paliperidone in schizoaffective disorder was established in two 6-week trials in adults. 1.1 Schizophrenia Paliperidone extended-release tablets are indicated for the treatment of schizophrenia [see Clinical Studies (14.1) ]. The efficacy of paliperidone extended-release tablets in schizophrenia was established in three 6-week trials in adults and one 6-week trial in adolescents, as well as one maintenance trial in adults. 1.2 Schizoaffective Disorder Paliperidone extended-release tablets are indicated for the treatment of schizoaffective disorder as monotherapy and an adjunct to mood stabilizers and/or antidepressant therapy [see Clinical Studies (14.2) ] . The efficacy of paliperidone in schizoaffective disorder was established in two 6-week trials in adults.",Schizophrenia
7895,papaverine,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS AND USAGE Papaverine is recommended in various conditions accompanied by spasm of smooth muscle, such as vascular spasm associated with acute myocardial infarction (coronary occlusion), angina pectoris, peripheral and pulmonary embolism, peripheral vascular disease in which there is a vasospastic element, or certain cerebral angiospastic states; and visceral spasm, as in ureteral, biliary, or gastrointestinal colic.",
7909,paraldehyde,False,,,
32937,paroxetine,True,HUMAN PRESCRIPTION DRUG,1 INDICATIONS AND USAGE Paroxetine tablets are indicated in adults for the treatment of: Major depressive disorder (MDD) Obsessive compulsive disorder (OCD) Panic disorder (PD) Social anxiety disorder (SAD) Generalized anxiety disorder (GAD) Posttraumatic stress disorder (PTSD) Paroxetine tablets are a selective serotonin reuptake inhibitor (SSRI) indicated in adults for the treatment of ( 1 ): Major Depressive Disorder (MDD) Obsessive Compulsive Disorder (OCD) Panic Disorder (PD) Social Anxiety Disorder (SAD) Generalized Anxiety Disorder (GAD) Posttraumatic Stress Disorder (PTSD),Major Depressive Disorder; Generalized Anxiety Disorder; Social Anxiety Disorder; Panic Disorder; OCD; PTSD
7966,pemoline,False,,,
7974,penfluridol,False,,,
8013,pentoxifylline,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS AND USAGE Pentoxifylline extended-release tablets are indicated for the treatment of patients with intermittent claudication on the basis of chronic occlusive arterial disease of the limbs. Pentoxifylline can improve function and symptoms but is not intended to replace more definitive therapy, such as surgical bypass, or removal of arterial obstructions when treating peripheral vascular disease.",
8042,perazine,False,,,
8047,pergolide,False,,,
8766,periciazine,False,,,
8076,perphenazine,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS AND USAGE Perphenazine tablets, USP are indicated for use in the treatment of schizophrenia and for the control of severe nausea and vomiting in adults. Perphenazine tablets, USP have not been shown effective for the management of behavioral complications in patients with mental retardation.",Schizophrenia
33272,phendimetrazine,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS AND USAGE Phendimetrazine tartrate is indicated in the management of exogenous obesity as a short term adjunct (a few weeks) in a regimen of weight reduction based on caloric restriction in patients with an initial body mass index (BMI) of 30 kg/m 2 or higher who have not responded to appropriate weight reducing regimen (diet and/or exercise) alone. Below is a chart of Body Mass Index (BMI) based on various heights and weights. BMI is calculated by taking the patient’s weight in kilograms (kg), divided by the patient’s height, in meters (m), squared. Metric conversions are as follow: pounds ÷ 2.2 = kg; inches x 0.0254 = meters. BODY MASS INDEX (BMI), kg/m 2 Height (feet, inches) Weight 5’0” 5’3” 5’6” 5’9” 6’0” 6’3” (pounds) 140 27 25 23 21 19 18 150 29 27 24 22 20 19 160 31 28 26 24 22 20 170 33 30 28 25 23 21 180 35 32 29 27 25 23 190 37 34 31 28 26 24 200 39 36 32 30 27 25 210 41 37 34 31 29 26 220 43 39 36 33 30 28 230 45 41 37 34 31 29 240 47 43 39 36 33 30 250 49 44 40 37 34 31 Phendimetrazine tartrate is indicated for the use as monotherapy only",
8123,phenelzine,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS AND USAGE Phenelzine Sulfate Tablets, USP has been found to be effective in depressed patients clinically characterized as ""atypical,"" ""nonendogenous,"" or ""neurotic."" These patients often have mixed anxiety and depression and phobic or hypochondriacal features. There is less conclusive evidence of its usefulness with severely depressed patients with endogenous features. Phenelzine Sulfate Tablets should rarely be the first antidepressant drug used. Rather, it is more suitable for use with patients who have failed to respond to the drugs more commonly used for these conditions.",
8133,phenmetrazine,False,,,
8150,phenprocoumon,False,,,
8152,phentermine,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE Phentermine hydrochloride is indicated as a short-term (a few weeks) adjunct in a regimen of weight reduction based on exercise, behavioral modification and caloric restriction in the management of exogenous obesity for patients with an initial body mass index ≥ 30 kg/m 2 , or ≥ 27 kg/m 2 in the presence of other risk factors (e.g., controlled hypertension, diabetes, hyperlipidemia). Below is a chart of body mass index (BMI) based on various heights and weights. BMI is calculated by taking the patient's weight, in kilograms (kg), divided by the patient's height, in meters (m), squared. Metric conversions are as follows: pounds ÷ 2.2 = kg; inches × 0.0254 = meters. BODY MASS INDEX (BMI), kg/m 2 The limited usefulness of agents of this class, including phentermine hydrochloride tablets, [ see Clinical Pharmacology (12.1 , 12.2) ] should be measured against possible risk factors inherent in their use such as those described below. Phentermine hydrochloride is a sympathomimetic amine anorectic indicated as a short-term adjunct (a few weeks) in a regimen of weight reduction based on exercise, behavioral modification and caloric restriction in the management of exogenous obesity for patients with an initial body mass index ≥ 30 kg/m 2 , or ≥ 27 kg/m 2 in the presence of other risk factors (e.g., controlled hypertension, diabetes, hyperlipidemia). ( 1 ) The limited usefulness of agents of this class, including phentermine hydrochloride, should be measured against possible risk factors inherent in their use. ( 1 ) Figure",
8156,phenylalanine,True,HUMAN OTC DRUG,USES TAKE 15 MINUTES BEFORE MEALS,
8331,pimozide,True,HUMAN PRESCRIPTION DRUG,INDICATIONS & USAGE Pimozide tablets are indicated for the suppression of motor and phonic tics in patients with Tourette’s Disorder who have failed to respond satisfactorily to standard treatment. Pimozide tablets are not intended as a treatment of first choice nor is it intended for the treatment of tics that are merely annoying or cosmetically troublesome. Pimozide tablets should be reserved for use in Tourette’s Disorder patients whose development and/or daily life function is severely compromised by the presence of motor and phonic tics. Evidence supporting approval of pimozide tablets for use in Tourette’s Disorder was obtained in two controlled clinical investigations which enrolled patients between the ages of 8 and 53 years. Most subjects in the two trials were 12 or older.,
33739,pipamperone,False,,,
8338,piperacetazine,False,,,
8348,pipothiazine,False,,,
2197878,pitolisant,True,HUMAN PRESCRIPTION DRUG,1 INDICATIONS AND USAGE WAKIX is indicated for the treatment of excessive daytime sleepiness (EDS) or cataplexy in patients 6 years of age and older with narcolepsy. WAKIX is a histamine-3 (H3) receptor antagonist/inverse agonist indicated for the treatment of excessive daytime sleepiness (EDS) or cataplexy patients 6 years of age and older with narcolepsy ( 1 ),
34345,pralidoxime,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE DuoDote is indicated for the treatment of poisoning by organophosphorus nerve agents as well as organophosphorus insecticides in adults and pediatric patients weighing more than 41 kg (90 pounds). DuoDote, a combination of atropine, a cholinergic muscarinic antagonist, and pralidoxime chloride, a cholinesterase reactivator, is indicated for the treatment of poisoning by organophosphorus nerve agents as well as organophosphorus insecticides in adults and pediatric patients weighing more than 41 kg (90 pounds). ( 1 )",
746741,pramipexole,True,HUMAN PRESCRIPTION DRUG,1 INDICATIONS AND USAGE Pramipexole dihydrochloride extended-release tablets are indicated for the treatment of Parkinson's disease. Pramipexole dihydrochloride extended-release tablet is a non-ergot dopamine agonist indicated for the treatment of Parkinson’s disease (PD) (1),
3143,prasterone,True,HUMAN OTC DRUG,"Uses: For temporary relief of minor: fatigue* stress* muscle weakness* dizziness when standing* hives* salt cravings* *Claims based on traditional homeopathic practice, not accepted medical evidence. Not FDA evaluated.",
8627,prazepam,False,,,
